,DateTime,Outlet,Sentiment,Sentiment Neg,Sentiment Neu,Sentiment Pos,Text,Tweets Ago
8,Wed Apr 04 01:07:04 +0000 2018,@nytimes,-0.5994,0.196,0.804,0.0,The political calculus on guns shifted after the assassination of Rev. Dr. Martin Luther King Jr. https://t.co/FjPW9ZaJXT,8.0
9,Wed Apr 04 00:57:06 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/1NT3oGoqJq,9.0
10,Wed Apr 04 00:37:01 +0000 2018,@nytimes,-0.1027,0.065,0.935,0.0,Rep. Beto O’Rourke from El Paso has stunned political observers by raising more money than any Democrat who has eve… https://t.co/KSHxWWoLer,10.0
11,Wed Apr 04 00:17:03 +0000 2018,@nytimes,0.5598,0.0,0.84,0.16,"Why is ""The Bachelor"" so popular? A former producer says it speaks for itself. ""The journey is still a fantasy — ba… https://t.co/zr5TZJsxH9",11.0
12,Wed Apr 04 00:02:06 +0000 2018,@nytimes,0.7003,0.0,0.721,0.279,The Met Museum is preparing to shuffle some 700 paintings in a huge game of musical masterpieces https://t.co/3UERbPUFqF,12.0
13,Tue Apr 03 23:32:04 +0000 2018,@nytimes,0.4588,0.0,0.857,0.143,"Stanley Kubrick’s ""2001: A Space Odyssey"" turns 50 today. Here's our favorite references from the pop culture of th… https://t.co/n44ZDbz2kB",13.0
14,Tue Apr 03 23:17:08 +0000 2018,@nytimes,0.0772,0.0,0.929,0.071,"On a trip from Iraqi Kurdistan to Sinjar, @alissanyt encountered an unsettling number of checkpoints that made trav… https://t.co/btGuNAbI3v",14.0
15,Tue Apr 03 23:02:04 +0000 2018,@nytimes,-0.6486,0.249,0.687,0.064,Escalating hostilities signal what will likely be years of legal and political fights between the Trump White House… https://t.co/ZR9tgXv2nB,15.0
16,Tue Apr 03 22:30:16 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"In his last years, the Rev. Dr. Martin Luther King Jr. was grappling with many issues: workers rights, a sprawling… https://t.co/hDl0HJkO2x",16.0
17,Tue Apr 03 22:14:02 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/DfKdvi968S,17.0
18,Tue Apr 03 21:58:26 +0000 2018,@nytimes,-0.7717,0.295,0.705,0.0,"Breaking News: The suspect in the shooting at YouTube’s headquarters was a woman who apparently killed herself, the… https://t.co/IVvhDrLg7E",18.0
19,Tue Apr 03 21:54:43 +0000 2018,@nytimes,-0.7717,0.295,0.705,0.0,"YouTube shooting updates:
• The suspect was a woman who apparently killed herself, police said
• At least four peop… https://t.co/HjVE82GMRU",19.0
20,Tue Apr 03 21:53:03 +0000 2018,@nytimes,0.4767,0.0,0.871,0.129,"Apple has hired Google’s chief of search and artificial intelligence, a major coup in its bid to catch up to the ar… https://t.co/XRAp2c5neA",20.0
21,Tue Apr 03 21:43:02 +0000 2018,@nytimes,-0.34,0.165,0.726,0.109,A special court in The Hague is set to examine violence against ethnic Albanians in Kosovo by their former liberato… https://t.co/FP7UOxs89j,21.0
22,Tue Apr 03 21:31:00 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Our reporter @daiwaka is in San Bruno, California, reporting on the YouTube shooting https://t.co/BYkk9Ghoeg",22.0
23,Tue Apr 03 21:19:05 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Breaking News: A shooting at YouTube’s headquarters in California left several people hospitalized, the authorities… https://t.co/XvcpHJ910s",23.0
24,Tue Apr 03 21:15:05 +0000 2018,@nytimes,0.7615,0.0,0.733,0.267,He started to discover that maybe it’s not correcting bad science that the internet loves. What the internet really… https://t.co/gkPybwTZZO,24.0
25,Tue Apr 03 21:00:27 +0000 2018,@nytimes,0.6369,0.0,0.656,0.344,"""This was the best lasagna I had ever eaten"" https://t.co/SUzMmFL6y8",25.0
26,Tue Apr 03 20:45:06 +0000 2018,@nytimes,0.5267,0.104,0.667,0.23,"Well off the beaten path and one of Africa’s last, great, uninhabited safari areas, the Selous delivers all the big… https://t.co/7NKkVRCs3o",26.0
27,Tue Apr 03 20:36:20 +0000 2018,@nytimes,0.4019,0.0,0.87,0.13,"There have been reports of an active shooting at YouTube headquarters in San Bruno, California., the police said https://t.co/O6wcStWN0I",27.0
28,Tue Apr 03 20:30:00 +0000 2018,@nytimes,0.4588,0.0,0.846,0.154,We also want your help in identifying some of the women and men who have appeared in iconic photos of the civil rig… https://t.co/SiIa6msvMC,28.0
29,Tue Apr 03 20:27:00 +0000 2018,@nytimes,0.7717,0.0,0.774,0.226,"""Is this America, the land of the free and the home of the brave, where we have to sleep with our telephones off th… https://t.co/VMqUGcFX9X",29.0
30,Tue Apr 03 20:24:00 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Diane Nash led students in sit-ins and helped coordinate the historic 54-mile march from Selma to Montgomery. She h… https://t.co/QFCyGnBRXQ,30.0
31,Tue Apr 03 20:21:00 +0000 2018,@nytimes,0.4588,0.0,0.85,0.15,"Bernice Johnson Reagon, a leader in the movement, formed the award-winning a cappella group, Sweet Honey in the Roc… https://t.co/kfohEPBYCZ",31.0
32,Tue Apr 03 20:18:00 +0000 2018,@nytimes,0.4215,0.0,0.808,0.192,Ella Baker convened a landmark meeting at Shaw University and encouraged student leaders to form their own organiza… https://t.co/QTmNsrqJB7,32.0
33,Tue Apr 03 20:15:00 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Dorothy Cotton went from administrative assistant to Dr. King’s inner circle. Alongside Septima Clark, she taught s… https://t.co/MO8ZKyqvJI",33.0
34,Tue Apr 03 20:12:00 +0000 2018,@nytimes,0.4588,0.0,0.87,0.13,"Months before Rosa Parks took her seat on that bus, she attended civic engagement workshops. It was Septima Clark —… https://t.co/E6GSDZiYuz",34.0
35,Tue Apr 03 20:09:00 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"When asked about the role of women in the movement, Juanita Jones Abernathy once said, “The men ran the movement, b… https://t.co/1xj1NnxvEo",35.0
36,Tue Apr 03 20:06:01 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"As president of the National Council of Negro Women, Dorothy Height was part of an elite group called “The Big Six.… https://t.co/c8BH3fxUS1",36.0
37,Tue Apr 03 20:03:07 +0000 2018,@nytimes,0.4939,0.09,0.721,0.189,"Gloria Richardson, known as Glorious Gloria, famously waved away the bayonet of a National Guardsman at a protest i… https://t.co/VlsOqL34Z1",37.0
38,Tue Apr 03 20:00:10 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,The Rev. Dr. Martin Luther King Jr. was assassinated 50 years ago. We delved into photo archives to pull out the le… https://t.co/8Zrv5mhlm5,38.0
39,Tue Apr 03 19:45:11 +0000 2018,@nytimes,0.3182,0.0,0.881,0.119,George Wallace's embrace of racial politics tells a broader story about America — one that is still relevant today… https://t.co/KYqmNrNQD0,39.0
40,Tue Apr 03 19:30:09 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Several other countries have modeled their vehicle standards after those in the U.S., so a rollback by the EPA coul… https://t.co/dEu8KCULXq",40.0
41,Tue Apr 03 19:24:04 +0000 2018,@nytimes,-0.6808,0.213,0.787,0.0,"Elon Musk suggested in a tweet that he's sleeping at the factory and that ""car biz is hell"" https://t.co/BS0rrNMzls",41.0
42,Tue Apr 03 19:13:43 +0000 2018,@nytimes,-0.3818,0.106,0.894,0.0,"In Opinion,
The Rev. Jesse Jackson writes, ""We are in a battle for the soul of America, and it’s not enough to admi… https://t.co/a7zVK74nUi",42.0
43,Tue Apr 03 19:00:17 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"When President Trump began railing against the state of American immigration measures over the weekend, it was hard… https://t.co/N7ITYhVEPF",43.0
44,Tue Apr 03 18:45:03 +0000 2018,@nytimes,0.5574,0.0,0.854,0.146,Many expensive drugs were invented in America — and yet we paid more than any other rich nation to use them ourselv… https://t.co/wQmV3Kywej,44.0
45,Tue Apr 03 18:42:24 +0000 2018,@nytimes,-0.4767,0.171,0.829,0.0,The Indian government called the decree a crackdown on fake news. It lasted less than a day. https://t.co/CQ5qYgu6qr,45.0
46,Tue Apr 03 18:30:20 +0000 2018,@nytimes,0.6705,0.0,0.776,0.224,Meet Samuel Barsky. The knitter has gained fame online for his photos of himself in front of famous landmarks with… https://t.co/xQt1fVFpPi,46.0
47,Tue Apr 03 18:15:02 +0000 2018,@nytimes,0.4215,0.0,0.858,0.142,Want to find a city with a mix of jobs just like the place you already live in? Or maybe one that is as different a… https://t.co/DfqIoY1TAE,47.0
48,Tue Apr 03 18:11:38 +0000 2018,@nytimes,-0.296,0.109,0.891,0.0,"Infowars published a photo of a man in ""communist garb"" and accused him of being the Parkland school shooter. Excep… https://t.co/OGsRiMPkJh",48.0
49,Tue Apr 03 18:07:03 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,A new ruling in the Bill Cosby case means jurors will hear testimony from a woman who says his accuser was scheming… https://t.co/fybXqH96PN,49.0
50,Tue Apr 03 18:00:21 +0000 2018,@nytimes,0.6283,0.0,0.717,0.283,“House Hunters” provides all the thrill of a dystopian hellscape with none of the fear https://t.co/QbwVjjCY9v,50.0
51,Tue Apr 03 17:50:02 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Cardi B will co-host “The Tonight Show” with Jimmy Fallon next Monday night, the first time the show has ever had 2… https://t.co/y7eatYWfk2",51.0
52,Tue Apr 03 17:45:07 +0000 2018,@nytimes,-0.2263,0.101,0.899,0.0,"In Opinion,
Op-Ed contributor Rawan Yaghi writes, ""The protesters who gathered under the burning midday sun display… https://t.co/7xgo74nanv",52.0
53,Tue Apr 03 17:30:10 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"If you saw an ad or an article pop up on your screen, you could click the “Why Me?” button. Then you would see a fu… https://t.co/MC4ido0TPe",53.0
54,Tue Apr 03 17:25:40 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Breaking News: President Trump said that he planned to order the military to guard parts of the southern border, pr… https://t.co/lpd34VQgT0",54.0
55,Tue Apr 03 17:15:03 +0000 2018,@nytimes,0.1154,0.0,0.932,0.068,"The mythical nation featured in “Black Panther” was long a mystery, but readers knew what they’d want to see on a v… https://t.co/4VZ5xW31nc",55.0
56,Tue Apr 03 17:00:25 +0000 2018,@nytimes,0.4215,0.0,0.817,0.183,"Amazon does not own The Washington Post. President Trump, however — impervious to certain facts and armed with a Tw… https://t.co/ARhgRF5ehA",56.0
57,Tue Apr 03 16:45:08 +0000 2018,@nytimes,-0.891,0.384,0.616,0.0,"A mentally ill man on suicide watch hanged himself, gang members were allowed to beat other prisoners, and those wh… https://t.co/J3FcNCdUVW",57.0
58,Tue Apr 03 16:42:11 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Progressive groups had pushed the Fed to diversify its senior leadership beyond Fed veterans and white males, and t… https://t.co/zjVxyoezEN",58.0
59,Tue Apr 03 16:30:04 +0000 2018,@nytimes,0.2732,0.0,0.905,0.095,The New York Stock Exchange flew the Swiss flag to honor Spotify's listing debut this morning— but it's a Swedish c… https://t.co/49xnsRXiee,59.0
60,Tue Apr 03 16:15:08 +0000 2018,@nytimes,0.3612,0.0,0.863,0.137,"""I wouldn’t trade a year of comfort at home for what it felt like to be there, unable to hear anything but the roar… https://t.co/pSEmYXChoR",60.0
61,Tue Apr 03 16:06:03 +0000 2018,@nytimes,-0.0258,0.05,0.95,0.0,A former corporate lawyer is the first person sentenced in the Russia inquiry. Alex van der Zwaan got 30 days for l… https://t.co/WsScUiJRhv,61.0
62,Tue Apr 03 16:00:30 +0000 2018,@nytimes,0.079,0.119,0.749,0.132,"On today’s internet, the devil’s advocate is less admired than ever, and it’s often the advocate’s own fault https://t.co/DImhNwdJU5",62.0
63,Tue Apr 03 15:45:06 +0000 2018,@nytimes,-0.802,0.34,0.66,0.0,Bill Cosby’s criminal case provides the first high-profile sexual assault trial of the #MeToo era https://t.co/3Fj9VH8U27,63.0
64,Tue Apr 03 15:30:14 +0000 2018,@nytimes,-0.3182,0.119,0.881,0.0,"Hillary Clinton’s loss prompted a surge of Democratic women running for office, and right behind them, a new legion… https://t.co/vtWwq456Th",64.0
65,Tue Apr 03 15:23:24 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"“April is also National Presidential Unawareness Month,” Jimmy Fallon said after noting the president’s proclamation https://t.co/Y8d5dlNNR5",65.0
66,Tue Apr 03 15:15:04 +0000 2018,@nytimes,0.4019,0.0,0.863,0.137,"Jeremy Corbyn, leader of Britain's opposition Labour Party, attended a Seder event with a group that has called Isr… https://t.co/DDzrJJg4gb",66.0
67,Tue Apr 03 15:07:04 +0000 2018,@nytimes,0.296,0.06,0.826,0.115,“Wine is something people can relate to. It’s like putting a tariff on Chinese dumplings. It’s something you can fe… https://t.co/sgV65r7lc8,67.0
68,Tue Apr 03 14:54:47 +0000 2018,@nytimes,0.7184,0.063,0.635,0.302,"From July 2017: Memphis said it intended to award tax-free grants of $50,000 each to surviving strikers — an improv… https://t.co/evcjLv1W24",68.0
69,Tue Apr 03 14:51:33 +0000 2018,@nytimes,-0.4404,0.121,0.879,0.0,“I really had a lot of animosity. I came from the streets; I was a street thug. And Dr. King was the one that taugh… https://t.co/i9nbt93hBn,69.0
70,Tue Apr 03 14:50:55 +0000 2018,@nytimes,-0.5994,0.151,0.849,0.0,"“Because of Dr. King’s death, that was one of the reasons that Mayor Loeb went on and signed that union into a decr… https://t.co/m6P5mSQJfb",70.0
71,Tue Apr 03 14:50:12 +0000 2018,@nytimes,0.5256,0.057,0.758,0.185,"“When we heard that Dr. King was coming to Memphis, to help us in that sanitation strike, we were very surprised. W… https://t.co/UzOZTj0VSx",71.0
72,Tue Apr 03 14:49:09 +0000 2018,@nytimes,-0.4215,0.135,0.865,0.0,"“Back then working conditions, it was unbearable. After 3 weeks, after I got my first check, I broke down and cried… https://t.co/1iDeMXPCTq",72.0
73,Tue Apr 03 14:48:22 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,The Rev. Dr. Martin Luther King Jr. was assassinated 50 years ago. Cleophus Smith marched with Dr. King during the… https://t.co/c92DbhqzPh,73.0
74,Tue Apr 03 14:41:49 +0000 2018,@nytimes,0.4215,0.0,0.843,0.157,EPA chief Scott Pruitt had a $50-a-day condo linked to lobbyists. Their client’s project got approved. https://t.co/B86KEY0GCM,74.0
75,Tue Apr 03 14:37:03 +0000 2018,@nytimes,0.1779,0.0,0.914,0.086,"From last week: Here are the facts behind President Trump's tweets on Amazon, the Postal Service and taxes https://t.co/Dbf4N6dpE2",75.0
76,Tue Apr 03 14:31:32 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,On College Basketball: Donte DiVincenzo Is Villanova’s Newest Star. Next Year It’ll Be Someone Else. https://t.co/VEdAn4yLUj,76.0
77,Tue Apr 03 14:30:11 +0000 2018,@nytimes,-0.2732,0.095,0.905,0.0,A jeweler to the world's biggest stars is on the run as India's government raids his boutiques and actresses cut ti… https://t.co/BFIxVXfnmC,77.0
78,Tue Apr 03 14:15:09 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Here’s what you need to know to start your day https://t.co/uFLcU5AWzC,78.0
79,Tue Apr 03 14:07:05 +0000 2018,@nytimes,0.2263,0.092,0.773,0.135,"Tesla reported progress in producing its first mass-market electric car, after a series of setbacks slashed the com… https://t.co/GuUVDegaeR",79.0
80,Tue Apr 03 14:03:09 +0000 2018,@nytimes,0.4404,0.0,0.805,0.195,"China Insists on Control of Religion, Dimming Hope of Imminent Vatican Deal https://t.co/kwmO61vehD",80.0
81,Tue Apr 03 13:45:07 +0000 2018,@nytimes,-0.0258,0.217,0.569,0.214,"Last fall, we shared readers' 13-word stories of romance, obsession and heartbreak. Here are some more of the thous… https://t.co/05ehMW6hUt",81.0
82,Tue Apr 03 13:30:17 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Last month, the Australian home affairs minister, Peter Dutton, said that white South African farmers deserved the… https://t.co/vF1B5YXM8k",82.0
83,Tue Apr 03 13:15:09 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,It's Spotify day: The company that disrupted the music business is debuting on the New York Stock Exchange https://t.co/67eNLEwC8E,83.0
84,Tue Apr 03 13:00:22 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Had DiVincenzo been in a video game, flames would have been coming off his ball https://t.co/T9wBhJmoaK",84.0
85,Tue Apr 03 12:45:05 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Next year’s L train shutdown will upend life in Manhattan, turning 14th Street into the busiest bus route in the co… https://t.co/7xZHawyH7S",85.0
86,Tue Apr 03 12:45:05 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"Next year’s L train shutdown will upend life in Manhattan, turning 14th Street into the busiest bus route in the co… https://t.co/7xZHawyH7S",86.0
87,Tue Apr 03 12:30:03 +0000 2018,@nytimes,-0.7096,0.211,0.789,0.0,"The Second Amendment is just 27 words long, but it is at the heart of contentious debates on gun control. Why is th… https://t.co/KYEospJwDu",87.0
88,Tue Apr 03 12:15:09 +0000 2018,@nytimes,0.4215,0.0,0.877,0.123,President Trump raised the issue of the “caravans” of people he says are headed to the United States through Mexico https://t.co/NVpZkGFE3Z,88.0
89,Tue Apr 03 12:00:13 +0000 2018,@nytimes,0.296,0.0,0.872,0.128,"A teacher revolt spreads, NFL cheerleaders face strict rules, Villanova Basketball cruises to a title. Here's what… https://t.co/yPeG8WNM1A",89.0
90,Tue Apr 03 11:46:05 +0000 2018,@nytimes,-0.6705,0.288,0.627,0.085,"While other men accused of sexual harassment lie low, Mario Batali has been actively exploring when or whether he c… https://t.co/M1TbpQV6vZ",90.0
91,Tue Apr 03 11:32:06 +0000 2018,@nytimes,-0.34,0.098,0.902,0.0,"One dairy farmer shot all 51 of his milking cows and then turned the gun on himself. 

The dairy industry across th… https://t.co/HLEuFseMTO",91.0
92,Tue Apr 03 11:02:04 +0000 2018,@nytimes,-0.2732,0.104,0.896,0.0,President Trump and his lawyers asked a court to compel Stormy Daniels to raise her disputes through private arbitr… https://t.co/l1Dt7kzYAV,92.0
93,Tue Apr 03 10:47:22 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Nonfiction: Watch One With the Gipper: An Aide Recalls Movie Nights With the Reagans https://t.co/oa6F68rvkK,93.0
94,Tue Apr 03 10:44:56 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,DealBook: Facebook Should Consider a ‘Why Me?’ Button https://t.co/ZpoQ32WcLm,94.0
95,Tue Apr 03 10:37:20 +0000 2018,@nytimes,-0.296,0.216,0.784,0.0,Feature: The Case of Hong Kong’s Missing Booksellers https://t.co/snJ4fxKqKi,95.0
96,Tue Apr 03 10:34:09 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,"In “Yellow Negroes and Other Imaginary Creatures,” Yvan Alagbé tells the stories of people who have been marginaliz… https://t.co/mMSn2AiJVm",96.0
97,Tue Apr 03 09:59:06 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,How $1 flows from Spotify to recording artists https://t.co/KqAXgrOEy1 https://t.co/QaiHQbnnEY,97.0
98,Tue Apr 03 09:27:14 +0000 2018,@nytimes,0.0,0.0,1.0,0.0,Bits: The Self-Driving Car Industry’s Biggest Turning Point Yet https://t.co/m80FQnKR3q,98.0
99,Tue Apr 03 09:18:24 +0000 2018,@nytimes,0.763,0.0,0.743,0.257,"Jack White, one of music’s most ardent supporters of vinyl, sold 27,000 copies of his new album as vinyl LPs https://t.co/nx8MYwy1ft",99.0
0,Tue Apr 03 20:03:05 +0000 2018,@BBC,0.0772,0.0,0.929,0.071,"Philomena Cunk's landmark mockumentary series takes us through Britain's history, journeying from the Big Bang to B… https://t.co/1rF5k3acxy",0.0
1,Tue Apr 03 18:03:05 +0000 2018,@BBC,0.0,0.0,1.0,0.0,"🎭 Andrew Scott performs the opening lines of #Shakespeare's most famous soliloquy. 

#Hamlet | Watch on @BBCiPlayer https://t.co/zZ15WjA9CL",1.0
2,Tue Apr 03 17:03:04 +0000 2018,@BBC,-0.5411,0.304,0.576,0.119,"No time to shop or cook? No problem! 
🍠🥑🍅🍗🥒
These easy recipes only have five ingredients.
👉 https://t.co/RanWkLFdlU https://t.co/moI1Af2olz",2.0
3,Tue Apr 03 16:02:04 +0000 2018,@BBC,0.0,0.0,1.0,0.0,🐊💦 Fancy a dip? https://t.co/gpfkGcue3C,3.0
4,Tue Apr 03 15:05:05 +0000 2018,@BBC,0.7351,0.0,0.754,0.246,"What's it like to live with a brain tumour? 
❤️ Ten-year-old Josh says it's all about staying happy and thinking of… https://t.co/HbjxBc3vYF",4.0
5,Tue Apr 03 13:15:07 +0000 2018,@BBC,0.0,0.0,1.0,0.0,"A Chinese family have been reunited with their daughter after a 24 year search.
👉 https://t.co/BDR7X4fukg https://t.co/J5BvVEw98q",5.0
6,Tue Apr 03 12:05:58 +0000 2018,@BBC,0.0,0.0,1.0,0.0,#TheSecretHelpers is on @BBCTwo tonight at 7pm. 👉 https://t.co/grtaCChy4G,6.0
7,Tue Apr 03 12:01:00 +0000 2018,@BBC,0.5859,0.0,0.769,0.231,"Would you let a stranger help you in a nerve-wracking situation? 

Secret helpers in South Africa gave Jonny romanc… https://t.co/LRwo1LQteF",7.0
8,Tue Apr 03 11:37:31 +0000 2018,@BBC,-0.1082,0.123,0.773,0.104,"8-year-old Alexa is going blind, so she's created a list of things she wants to see before that happens. ❤️https://t.co/7UAs9sWBDn",8.0
9,Tue Apr 03 11:01:05 +0000 2018,@BBC,0.0,0.0,1.0,0.0,"When this woman visited an uninhabited Caribbean island, the last thing she expected was to find it covered in plas… https://t.co/2sSod0k54f",9.0
10,Tue Apr 03 09:29:03 +0000 2018,@BBC,0.0,0.0,1.0,0.0,🐾🦕 New light has been shed on dinosaur evolution after giant prehistoric footprints were discovered on the Isle of… https://t.co/n9FwbF9lHC,10.0
11,Tue Apr 03 08:03:04 +0000 2018,@BBC,-0.5994,0.163,0.837,0.0,"From Mary Beard not wanting to be a TV Presenter, to the people protecting art in war zones... 

Here are 9 fascina… https://t.co/SbAVgjwbUE",11.0
12,Tue Apr 03 07:16:07 +0000 2018,@BBC,0.7269,0.0,0.663,0.337,The winners of the Scottish Nature Photography Awards 2017 have been announced. 📸 🐤 🌳 https://t.co/VhRxiF5zl3 https://t.co/2SIwUQsHgH,12.0
13,Tue Apr 03 07:03:05 +0000 2018,@BBC,0.0,0.0,1.0,0.0,"This is Maya the jaguar's very first swim! 😺💦 #BigCatsAboutTheHouse 

https://t.co/IacZP3ltf3",13.0
14,Mon Apr 02 20:02:08 +0000 2018,@BBC,0.0,0.0,1.0,0.0,"Delve into the world of @agathachristie with Bill Nighy. 🔍 #OrdealByInnocence
https://t.co/6amR2TK52M",14.0
15,Mon Apr 02 19:02:04 +0000 2018,@BBC,0.1531,0.0,0.897,0.103,"In a revealing and emotional journey, @LennyHenry investigates the relationship between the Commonwealth, the Carib… https://t.co/b58oqaOqQz",15.0
16,Mon Apr 02 18:45:06 +0000 2018,@BBC,0.5423,0.0,0.837,0.163,"A fictionalised account of how Dave Allen became one of TV's greats. 

Dave Allen at Peace | 9pm | @BBCTwo |… https://t.co/UFyHxzmRn2",16.0
17,Mon Apr 02 17:08:03 +0000 2018,@BBC,0.0,0.0,1.0,0.0,"Would you try a blue cheese and pear ice cream? 🍦🧀

 https://t.co/g1zRQUKr0a",17.0
18,Mon Apr 02 13:32:07 +0000 2018,@BBC,0.4215,0.0,0.859,0.141,Is it easier to be a businesswoman in the West or in Asia? This is one woman's experience... https://t.co/fI84r6x06p,18.0
19,Mon Apr 02 11:07:00 +0000 2018,@BBC,0.2235,0.0,0.894,0.106,"""I have cerebral palsy. But that won't stop me from becoming a barrister."" 

This is Daniel's story. 
https://t.co/cvao6fjUoW",19.0
20,Mon Apr 02 10:02:06 +0000 2018,@BBC,0.0,0.0,1.0,0.0,From Easter egg nest cakes to hot cross buns: @BBCFood have lots of Easter baking ideas!  🍰🍫🐣… https://t.co/BValJcDkAd,20.0
21,Mon Apr 02 09:03:04 +0000 2018,@BBC,0.0,0.0,1.0,0.0,"🥚 😮 @SandiToksvig knows how to squeeze an egg into a glass bottle! #QI
 https://t.co/ykMxxdLKq7",21.0
22,Mon Apr 02 08:08:05 +0000 2018,@BBC,0.8122,0.0,0.749,0.251,"If there's one thing we love even more than chocolate, it's news that it may actually be good for us! But can choco… https://t.co/O5KlptGCV5",22.0
23,Mon Apr 02 08:02:00 +0000 2018,@BBC,0.0,0.0,1.0,0.0,When you wake up and remember it's STILL the weekend. 😊💤 #BankHoliday https://t.co/QMJ5lXS6dd,23.0
24,Mon Apr 02 07:26:06 +0000 2018,@BBC,-0.2732,0.147,0.853,0.0,"12-year-old Keilan has severe curvature of the spine. He needs surgery ASAP, but the operation could leave him para… https://t.co/5wl8aXiahP",24.0
25,Sun Apr 01 19:00:28 +0000 2018,@BBC,-0.875,0.333,0.667,0.0,"Heiress Rachel Argyll is murdered at her family estate. Eighteen months later, the identity of the murderer is thro… https://t.co/eLTDhy9dgj",25.0
26,Sun Apr 01 18:00:27 +0000 2018,@BBC,0.7644,0.0,0.752,0.248,"The Generation Game is back! Mel Giedroyc and @sueperkins host the fun family game show, with big prizes to be won… https://t.co/fsdU2b5kkd",26.0
27,Sun Apr 01 17:00:26 +0000 2018,@BBC,0.6369,0.0,0.704,0.296,🤖 Who'd love their next takeaway to be delivered by a robot?  https://t.co/4GZxjNwc2K,27.0
28,Sun Apr 01 16:03:03 +0000 2018,@BBC,0.0,0.0,1.0,0.0,"🐰 You only need one piece of paper to make this origami Easter bunny! #EasterSunday 

👉 https://t.co/2QvZ01DkVM https://t.co/EQyhG2J8TN",28.0
29,Sun Apr 01 15:00:26 +0000 2018,@BBC,0.5719,0.0,0.734,0.266,What is it like to grow up with HIV? Three teenagers share their stories. https://t.co/DraVkYqRTn,29.0
30,Sun Apr 01 12:14:27 +0000 2018,@BBC,0.0,0.0,1.0,0.0,Our favourite #AprilFoolsDay was when spaghetti grew on trees in 1957. https://t.co/qRGuM9NnRZ,30.0
31,Sun Apr 01 12:00:24 +0000 2018,@BBC,0.0,0.0,1.0,0.0,Could poetry be used as a form of therapy? https://t.co/pw2hBG3heY,31.0
32,Sun Apr 01 11:04:05 +0000 2018,@BBC,0.8083,0.0,0.711,0.289,Why do we find chocolate so irresistible? 🍫 🤔 This is the secret reason why we love to eat it. 👉… https://t.co/C8FbJAZQ99,32.0
33,Sun Apr 01 10:27:03 +0000 2018,@BBC,0.4404,0.0,0.828,0.172,From traditional Easter lunch to laid-back seasonal feasts: @BBCFood have Easter entertaining covered. 🐣🍫🐰🍴 https://t.co/PT7uD9UIvn,33.0
34,Sun Apr 01 10:03:08 +0000 2018,@BBC,0.6705,0.0,0.776,0.224,🍫🐣🎶 @Stormzy1's cover of Sweet Like Chocolate from the @BBCR1 Live Lounge is an eggs-cellent way to start your East… https://t.co/IHlTGrkmfv,34.0
35,Sun Apr 01 09:24:05 +0000 2018,@BBC,0.6705,0.0,0.784,0.216,"""I feel like I'm part of something"". ❤️️ 👂🏼 🍺 Welcome to Deaf Pub, a place where members of the deaf community can… https://t.co/kRwHqCBUrI",35.0
36,Sun Apr 01 08:32:07 +0000 2018,@BBC,0.8126,0.0,0.288,0.712,❤️😢 Man's best friend. https://t.co/xE4rkcBJNv,36.0
37,Sat Mar 31 20:42:07 +0000 2018,@BBC,-0.1511,0.117,0.883,0.0,"This seven-week-old jaguar is on a serious mission! 😼 

#BigCatsAboutTheHouse is available on @BBCiPlayer:… https://t.co/FlxS0N0syY",37.0
38,Sat Mar 31 18:02:02 +0000 2018,@BBC,0.5574,0.0,0.765,0.235,"From creation to hatching, David Attenborough reveals the wonder behind eggs. 🥚🐦 

Natural World: Attenborough's Wo… https://t.co/MEsvf2J89N",38.0
